PROJECT	DDE_NUM	DDE_TYPE	DATE_CREATION	DATE_EN_AFFINAGE	DELAI	DDE_STATUT	DATE_CREATION	DATE_LAST_UPDATE
EXTR	EXTR-695	Bogue	2016-09-28 16:44:44	NULL	NULL	Fermé	2016-09-28 16:44:44	2016-11-15 14:05:13
LABS	LABS-1	Tâche	2016-09-28 16:50:46	NULL	NULL	Fait	2016-09-28 16:50:46	2016-10-20 09:40:49
EXTR	EXTR-696	Bogue	2016-09-28 16:56:10	NULL	NULL	Fermé	2016-09-28 16:56:10	2016-11-15 14:05:11
EXTR	EXTR-697	Bogue	2016-09-28 17:04:01	NULL	NULL	Fermé	2016-09-28 17:04:01	2016-11-15 14:05:12
EXTR	EXTR-698	Bogue	2016-09-28 17:12:22	NULL	NULL	Fermé	2016-09-28 17:12:22	2016-11-15 14:05:12
EXTR	EXTR-699	Bogue	2016-09-28 17:24:38	NULL	NULL	Fermé	2016-09-28 17:24:38	2016-11-15 14:05:13
EXTR	EXTR-700	Bogue	2016-09-28 17:29:19	2016-10-28 09:58:01	30	Fermé	2016-09-28 17:29:19	2016-11-15 14:05:15
EXTR	EXTR-701	Bogue	2016-09-28 17:37:39	2016-10-28 11:15:00	30	Testé	2016-09-28 17:37:39	2017-02-10 13:39:22
BEA	BEA-1152	Sous-tâche	2016-09-28 17:58:58	NULL	NULL	Fait	2016-09-28 17:58:58	2016-10-10 12:02:32
BEA	BEA-1153	Sous-tâche	2016-09-28 17:59:21	NULL	NULL	Fait	2016-09-28 17:59:21	2016-10-11 14:03:25
BOA	BOA-1296	Bogue	2016-09-30 10:20:29	2016-11-15 14:40:02	46	Testé	2016-09-30 10:20:29	2017-01-26 17:19:08
BOA	BOA-1297	Bogue	2016-09-30 14:40:56	NULL	NULL	En cours	2016-09-30 14:40:56	2016-12-08 12:03:57
BOA	BOA-1298	Bogue	2016-09-30 14:46:36	2016-11-07 16:42:17	38	Testé	2016-09-30 14:46:36	2017-02-20 08:31:50
BEA	BEA-1154	Sous-tâche	2016-09-30 15:37:58	NULL	NULL	Fait	2016-09-30 15:37:58	2016-12-21 12:34:59
BEA	BEA-1155	Sous-tâche	2016-09-30 15:38:26	NULL	NULL	Fait	2016-09-30 15:38:26	2016-12-21 12:34:57
BEA	BEA-1156	Sous-tâche	2016-09-30 15:38:34	NULL	NULL	Fait	2016-09-30 15:38:34	2016-10-10 12:02:32
BEA	BEA-1157	Sous-tâche	2016-09-30 15:38:49	NULL	NULL	Fait	2016-09-30 15:38:49	2016-12-29 10:02:37
BEA	BEA-1158	Sous-tâche	2016-09-30 15:39:24	NULL	NULL	Fait	2016-09-30 15:39:24	2016-12-21 12:34:56
WEB	WEB-254	Bogue	2016-10-03 11:25:03	NULL	NULL	Fermé	2016-10-03 11:25:03	2016-12-22 15:59:43
BOA	BOA-1299	Story	2016-10-03 12:01:00	NULL	NULL	Fermé	2016-10-03 12:01:00	2016-10-21 11:13:03
BEA	BEA-1159	Bogue	2016-10-03 13:32:19	NULL	NULL	Fermé	2016-10-03 13:32:19	2016-11-15 14:05:17
EXTR	EXTR-704	Story	2016-10-03 14:49:50	NULL	NULL	Fermé	2016-10-03 14:49:50	2016-12-29 14:57:38
BEA	BEA-1160	Sous-tâche	2016-10-03 15:34:06	NULL	NULL	Fait	2016-10-03 15:34:06	2016-10-10 12:02:32
BEA	BEA-1161	Sous-tâche	2016-10-03 15:34:32	NULL	NULL	Fait	2016-10-03 15:34:32	2016-10-10 12:02:32
BEA	BEA-1162	Sous-tâche	2016-10-04 08:43:01	NULL	NULL	Fait	2016-10-04 08:43:01	2016-10-10 12:02:32
BEA	BEA-1163	Bogue	2016-10-04 09:04:20	2017-02-09 20:18:52	128	En Affinage	2016-10-04 09:04:20	2017-02-09 20:18:52
WEB	WEB-237	Bogue	2016-10-04 17:22:01	NULL	NULL	Fermé	2016-10-04 17:22:01	2017-02-14 12:48:32
WEB	WEB-238	Bogue	2016-10-04 17:43:44	2017-01-11 08:41:40	99	Fermé	2016-10-04 17:43:44	2017-02-08 10:32:41
WEB	WEB-239	Bogue	2016-10-05 09:53:05	NULL	NULL	Nouveau	2016-10-05 09:53:05	2017-02-15 09:03:58
WEB	WEB-240	Bogue	2016-10-05 10:57:42	NULL	NULL	Nouveau	2016-10-05 10:57:42	2017-01-10 19:10:01
EXTR	EXTR-705	Bogue	2016-10-05 12:02:31	NULL	NULL	Fermé	2016-10-05 12:02:31	2016-11-15 14:05:17
BOA	BOA-1300	Bogue	2016-10-05 14:37:36	NULL	NULL	Nouveau	2016-10-05 14:37:36	2017-02-15 09:00:25
WEB	WEB-241	Bogue	2016-10-05 14:40:39	NULL	NULL	Nouveau	2016-10-05 14:40:39	2016-10-05 14:40:39
WEB	WEB-242	Bogue	2016-10-05 15:07:40	NULL	NULL	Nouveau	2016-10-05 15:07:40	2017-02-15 09:03:57
EXTR	EXTR-706	Bogue	2016-10-05 17:20:06	NULL	NULL	Fermé	2016-10-05 17:20:06	2016-11-15 14:05:10
EXTR	EXTR-707	Bogue	2016-10-05 17:30:53	NULL	NULL	Fermé	2016-10-05 17:30:53	2016-11-15 14:05:17
EXTR	EXTR-708	Bogue	2016-10-05 17:39:05	NULL	NULL	Fermé	2016-10-05 17:39:05	2016-10-21 11:47:40
EXTR	EXTR-709	Bogue	2016-10-06 10:52:58	2016-10-28 11:02:38	22	Fermé	2016-10-06 10:52:58	2017-01-20 15:44:32
WEB	WEB-244	Bogue	2016-10-06 12:08:01	NULL	NULL	Réalisé	2016-10-06 12:08:01	2017-02-14 16:30:40
BEA	BEA-1164	Story	2016-10-06 13:53:07	NULL	NULL	Fermé	2016-10-06 13:53:07	2016-12-19 10:43:55
BEA	BEA-1165	Bogue	2016-10-06 18:00:42	2016-10-27 20:52:01	21	En Affinage	2016-10-06 18:00:42	2017-02-09 20:18:38
BEA	BEA-1166	Story	2016-10-06 18:06:33	NULL	NULL	Fermé	2016-10-06 18:06:33	2016-10-07 14:49:45
BEA	BEA-1167	Story	2016-10-07 09:01:23	2017-02-13 13:24:09	129	Nouveau	2016-10-07 09:01:23	2017-02-13 13:24:42
BI	BI-121	Bogue	2016-10-07 09:08:57	NULL	NULL	Fermé	2016-10-07 09:08:57	2016-10-21 11:18:53
BI	BI-122	Story	2016-10-07 10:05:24	2016-12-05 11:10:12	59	En Affinage	2016-10-07 10:05:24	2016-12-05 11:10:12
BI	BI-123	Bogue	2016-10-07 10:08:12	NULL	NULL	Testé	2016-10-07 10:08:12	2017-02-07 15:26:59
BEA	BEA-1168	Sous-tâche	2016-10-07 14:42:05	NULL	NULL	Fait	2016-10-07 14:42:05	2016-10-20 09:49:56
BOA	BOA-1301	Bogue	2016-10-07 15:49:49	NULL	NULL	Fermé	2016-10-07 15:49:49	2016-11-29 10:58:48
BEA	BEA-1169	Sous-tâche	2016-10-07 16:11:03	NULL	NULL	Fait	2016-10-07 16:11:03	2016-10-31 14:55:18
BOA	BOA-1302	Story	2016-10-10 13:40:57	NULL	NULL	Fermé	2016-10-10 13:40:57	2017-02-14 12:11:53
BOA	BOA-1303	Story	2016-10-10 13:46:28	NULL	NULL	Fermé	2016-10-10 13:46:28	2017-01-24 10:58:40
SJB	SJB-1	Epic	2016-10-10 14:25:00	NULL	NULL	À faire	2016-10-10 14:25:00	2016-12-05 14:51:54
EXTR	EXTR-710	Story	2016-10-10 14:58:36	NULL	NULL	Testé	2016-10-10 14:58:36	2017-02-10 13:39:22
BEA	BEA-1170	Story	2016-10-10 17:11:58	NULL	NULL	Fermé	2016-10-10 17:11:58	2017-02-20 17:11:29
BEA	BEA-1171	Story	2016-10-10 17:18:36	2016-11-07 19:21:36	28	Publié	2016-10-10 17:18:36	2017-01-17 11:22:50
BEA	BEA-1172	Story	2016-10-10 17:21:34	2016-11-07 19:21:52	28	Fermé	2016-10-10 17:21:34	2017-02-07 16:12:52
WEB	WEB-246	Bogue	2016-10-11 16:15:44	NULL	NULL	Nouveau	2016-10-11 16:15:44	2017-02-15 09:03:58
WEB	WEB-247	Bogue	2016-10-11 16:22:23	NULL	NULL	Nouveau	2016-10-11 16:22:23	2017-02-15 09:03:58
WEB	WEB-248	Bogue	2016-10-11 16:33:31	NULL	NULL	Nouveau	2016-10-11 16:33:31	2017-02-15 09:03:58
WEB	WEB-249	Bogue	2016-10-11 16:42:53	2017-01-05 09:45:32	86	Prêt	2016-10-11 16:42:53	2017-02-15 09:10:10
BEA	BEA-1173	Story	2016-10-11 17:04:34	NULL	NULL	Vérifié	2016-10-11 17:04:34	2017-02-08 11:25:03
BEA	BEA-1174	Sous-tâche	2016-10-11 17:16:30	NULL	NULL	Fait	2016-10-11 17:16:30	2017-01-17 10:36:37
BEA	BEA-1175	Story	2016-10-11 18:05:34	NULL	NULL	Nouveau	2016-10-11 18:05:34	2016-10-18 10:49:21
EXTR	EXTR-711	Story	2016-10-12 10:09:14	2016-11-10 17:25:05	29	Vérifié	2016-10-12 10:09:14	2017-01-12 12:39:33
BEA	BEA-1176	Bogue	2016-10-12 14:17:31	NULL	NULL	Fermé	2016-10-12 14:17:31	2016-11-15 14:05:12
EXTR	EXTR-712	Bogue	2016-10-12 16:12:08	NULL	NULL	Fermé	2016-10-12 16:12:08	2016-11-15 14:05:09
EXTR	EXTR-713	Story	2016-10-12 16:13:13	NULL	NULL	Testé	2016-10-12 16:13:13	2016-12-27 14:47:18
BEA	BEA-1206	Bogue	2016-10-12 16:40:23	2016-10-31 14:41:26	19	Fermé	2016-10-12 16:40:23	2017-01-05 11:45:15
BEA	BEA-1177	Bogue	2016-10-12 17:22:34	NULL	NULL	Fermé	2016-10-12 17:22:34	2016-11-15 14:05:13
EXTR	EXTR-715	Bogue	2016-10-12 17:36:45	NULL	NULL	Fermé	2016-10-12 17:36:45	2016-11-16 10:30:02
BEA	BEA-1178	Story	2016-10-13 09:17:06	NULL	NULL	Vérifié	2016-10-13 09:17:06	2016-12-14 15:29:53
WAPI	WAPI-1	Story	2016-10-13 09:46:05	2016-11-15 16:26:51	33	Publié	2016-10-13 09:46:05	2016-11-15 16:27:48
WAPI	WAPI-2	Story	2016-10-13 09:48:18	NULL	NULL	Nouveau	2016-10-13 09:48:18	2016-10-13 09:48:18
BEA	BEA-1179	Story	2016-10-13 14:53:09	NULL	NULL	Fermé	2016-10-13 14:53:09	2016-12-08 10:30:23
BEA	BEA-1180	Bogue	2016-10-13 15:17:18	NULL	NULL	Fermé	2016-10-13 15:17:18	2016-11-25 10:18:39
EXTR	EXTR-716	Story	2016-10-14 14:38:29	NULL	NULL	Testé	2016-10-14 14:38:29	2017-02-10 13:39:22
BOA	BOA-1304	Story	2016-10-14 15:04:14	2016-11-17 17:06:07	34	Testé	2016-10-14 15:04:14	2017-02-10 13:36:36
BOA	BOA-1305	Story	2016-10-14 15:05:40	2016-11-17 17:06:25	34	Testé	2016-10-14 15:05:40	2017-02-10 13:38:03
BOA	BOA-1306	Story	2016-10-14 15:08:04	NULL	NULL	Fermé	2016-10-14 15:08:04	2016-11-16 11:30:48
BOA	BOA-1307	Story	2016-10-14 15:10:33	NULL	NULL	Fermé	2016-10-14 15:10:33	2016-11-16 11:32:45
BOA	BOA-1308	Story	2016-10-14 15:12:16	2016-11-23 15:40:06	40	En cours	2016-10-14 15:12:16	2017-02-14 08:02:23
BOA	BOA-1309	Story	2016-10-14 15:13:33	NULL	NULL	Testé	2016-10-14 15:13:33	2016-12-23 14:39:16
BOA	BOA-1310	Story	2016-10-14 15:16:40	NULL	NULL	Testé	2016-10-14 15:16:40	2016-12-23 14:47:03
BOA	BOA-1311	Story	2016-10-14 15:17:29	NULL	NULL	Testé	2016-10-14 15:17:29	2016-12-23 15:12:47
BOA	BOA-1312	Story	2016-10-14 15:18:37	NULL	NULL	Testé	2016-10-14 15:18:37	2017-02-10 13:38:03
BOA	BOA-1313	Story	2016-10-14 15:20:08	NULL	NULL	Testé	2016-10-14 15:20:08	2016-12-27 09:37:08
BOA	BOA-1314	Story	2016-10-14 15:21:12	NULL	NULL	Testé	2016-10-14 15:21:12	2016-12-27 09:44:46
BOA	BOA-1315	Story	2016-10-14 15:22:06	2017-01-19 15:50:09	97	Testé	2016-10-14 15:22:06	2017-02-10 13:38:03
BOA	BOA-1316	Story	2016-10-14 15:22:58	NULL	NULL	Testé	2016-10-14 15:22:58	2017-02-10 13:38:03
BOA	BOA-1317	Story	2016-10-14 15:24:04	NULL	NULL	Testé	2016-10-14 15:24:04	2017-02-10 13:38:03
BOA	BOA-1318	Story	2016-10-14 15:25:36	2016-11-17 09:34:36	34	Testé	2016-10-14 15:25:36	2017-02-10 13:34:54
BOA	BOA-1319	Story	2016-10-14 15:26:27	2016-11-17 09:34:48	34	Testé	2016-10-14 15:26:27	2017-02-20 08:31:50
BOA	BOA-1320	Story	2016-10-14 15:27:49	NULL	NULL	Testé	2016-10-14 15:27:49	2017-02-10 13:38:03
BOA	BOA-1321	Story	2016-10-14 15:29:16	NULL	NULL	Testé	2016-10-14 15:29:16	2017-02-10 13:38:03
BOA	BOA-1322	Story	2016-10-14 15:30:09	NULL	NULL	Testé	2016-10-14 15:30:09	2017-02-10 13:38:03
EXTR	EXTR-717	Bogue	2016-10-14 15:56:01	NULL	NULL	Testé	2016-10-14 15:56:01	2017-02-10 13:39:22
EXTR	EXTR-718	Bogue	2016-10-14 16:56:58	NULL	NULL	Testé	2016-10-14 16:56:58	2017-02-10 13:39:22
EXTR	EXTR-719	Bogue	2016-10-14 17:01:11	NULL	NULL	Testé	2016-10-14 17:01:11	2017-02-10 13:39:22
BEA	BEA-1181	Bogue	2016-10-17 10:22:24	NULL	NULL	Fermé	2016-10-17 10:22:24	2016-11-15 14:05:17
BEA	BEA-1182	Story	2016-10-17 10:40:51	2016-12-16 14:34:56	60	Testé	2016-10-17 10:40:51	2017-02-14 13:51:23
BOA	BOA-1323	Story	2016-10-17 10:45:39	2016-12-14 08:27:39	58	Fermé	2016-10-17 10:45:39	2017-01-11 11:58:52
EXTR	EXTR-720	Story	2016-10-17 13:46:41	NULL	NULL	Testé	2016-10-17 13:46:41	2017-02-14 07:58:05
BOA	BOA-1324	Bogue	2016-10-18 11:43:02	NULL	NULL	Nouveau	2016-10-18 11:43:02	2017-02-15 09:00:25
BOA	BOA-1325	Bogue	2016-10-18 12:01:30	NULL	NULL	Nouveau	2016-10-18 12:01:30	2017-02-15 09:00:25
LABS	LABS-2	Tâche	2016-10-18 14:15:28	NULL	NULL	Fait	2016-10-18 14:15:28	2016-10-28 12:53:58
LABS	LABS-3	Tâche	2016-10-18 15:19:26	NULL	NULL	Fait	2016-10-18 15:19:26	2016-11-15 16:12:04
BDL	BDL-3	Sous-tâche	2016-10-18 16:59:52	NULL	NULL	Fait	2016-10-18 16:59:52	2016-12-19 17:08:12
BDL	BDL-4	Tâche	2016-10-18 17:02:16	NULL	NULL	Fait	2016-10-18 17:02:16	2016-12-14 10:05:37
BDL	BDL-5	Sous-tâche	2016-10-18 17:03:20	NULL	NULL	En cours	2016-10-18 17:03:20	2017-02-15 13:10:49
LABS	LABS-8	Tâche	2016-10-18 17:06:38	NULL	NULL	Fait	2016-10-18 17:06:38	2016-11-10 18:35:09
LABS	LABS-9	Tâche	2016-10-18 17:07:27	NULL	NULL	Fait	2016-10-18 17:07:27	2016-11-10 18:37:32
LABS	LABS-10	Tâche	2016-10-18 17:07:57	NULL	NULL	Fait	2016-10-18 17:07:57	2016-10-20 09:42:11
BDL	BDL-8	Tâche	2016-10-18 17:08:41	NULL	NULL	En cours	2016-10-18 17:08:41	2016-11-15 10:34:12
BDL	BDL-9	Tâche	2016-10-18 17:12:58	NULL	NULL	Fait	2016-10-18 17:12:58	2017-01-30 10:57:44
LABS	LABS-13	Tâche	2016-10-18 17:14:52	NULL	NULL	En cours	2016-10-18 17:14:52	2017-02-23 11:16:15
BEA	BEA-1183	Bogue	2016-10-19 11:53:39	NULL	NULL	Fermé	2016-10-19 11:53:39	2016-11-15 14:05:10
BEA	BEA-1184	Bogue	2016-10-19 11:56:50	NULL	NULL	Fermé	2016-10-19 11:56:50	2016-11-15 14:05:17
IOT	IOT-1	Tâche	2016-10-19 14:36:53	NULL	NULL	Fait	2016-10-19 14:36:53	2017-02-02 10:41:35
LABS	LABS-16	Tâche	2016-10-19 14:38:13	NULL	NULL	Fait	2016-10-19 14:38:13	2017-01-12 14:53:15
EXTR	EXTR-721	Bogue	2016-10-19 15:00:49	NULL	NULL	Testé	2016-10-19 15:00:49	2017-02-10 13:39:21
BEA	BEA-1185	Bogue	2016-10-20 10:15:23	NULL	NULL	Fermé	2016-10-20 10:15:23	2016-11-15 14:05:13
BI	BI-124	Story	2016-10-20 16:06:17	NULL	NULL	Nouveau	2016-10-20 16:06:17	2016-10-20 16:06:17
LABS	LABS-17	Tâche	2016-10-20 16:40:35	NULL	NULL	En cours	2016-10-20 16:40:35	2016-10-20 16:41:23
LABS	LABS-18	Tâche	2016-10-20 18:26:25	NULL	NULL	Fait	2016-10-20 18:26:25	2016-10-27 18:16:30
BEA	BEA-1186	Bogue	2016-10-21 12:04:10	2016-11-16 13:27:51	26	En Affinage	2016-10-21 12:04:10	2016-11-21 16:22:25
BOA	BOA-1326	Story	2016-10-21 12:16:47	NULL	NULL	Fermé	2016-10-21 12:16:47	2017-02-15 10:04:22
EXTR	EXTR-722	Story	2016-10-24 11:07:51	NULL	NULL	Fermé	2016-10-24 11:07:51	2016-11-15 14:05:17
BOA	BOA-1327	Story	2016-10-24 14:31:29	NULL	NULL	Testé	2016-10-24 14:31:29	2017-02-20 08:31:50
BEA	BEA-1187	Bogue	2016-10-24 18:37:50	NULL	NULL	Fermé	2016-10-24 18:37:50	2016-11-15 14:05:16
BEA	BEA-1188	Bogue	2016-10-25 17:39:39	NULL	NULL	Fermé	2016-10-25 17:39:39	2016-11-15 14:05:17
BEA	BEA-1189	Bogue	2016-10-25 18:02:32	NULL	NULL	Testé	2016-10-25 18:02:32	2017-02-01 10:51:53
BEA	BEA-1190	Bogue	2016-10-26 10:26:09	NULL	NULL	Fermé	2016-10-26 10:26:09	2016-11-15 14:05:10
EXTR	EXTR-723	Bogue	2016-10-26 11:09:30	NULL	NULL	Nouveau	2016-10-26 11:09:30	2017-02-15 09:07:13
EXTR	EXTR-724	Bogue	2016-10-26 11:11:30	NULL	NULL	Nouveau	2016-10-26 11:11:30	2017-02-15 09:07:13
BEA	BEA-1191	Bogue	2016-10-26 15:09:46	2017-01-23 10:47:42	89	Réalisé	2016-10-26 15:09:46	2017-02-24 09:02:05
EXTR	EXTR-725	Story	2016-10-27 08:12:39	2016-12-05 09:25:08	39	Testé	2016-10-27 08:12:39	2017-01-16 16:35:38
BEA	BEA-1192	Bogue	2016-10-27 11:06:00	NULL	NULL	Fermé	2016-10-27 11:06:00	2016-12-16 12:02:00
BEA	BEA-1193	Bogue	2016-10-27 11:28:07	NULL	NULL	Fermé	2016-10-27 11:28:07	2016-11-23 10:22:31
BOA	BOA-1328	Story	2016-10-27 14:21:38	2016-10-27 16:45:06	0	Fermé	2016-10-27 14:21:38	2017-02-21 09:57:55
EXTR	EXTR-726	Story	2016-10-27 17:01:45	2016-10-28 10:13:06	1	Fermé	2016-10-27 17:01:45	2016-11-15 14:05:15
LABS	LABS-19	Tâche	2016-10-27 18:15:00	NULL	NULL	Fait	2016-10-27 18:15:00	2016-10-27 21:01:06
BDL	BDL-6	Tâche	2016-10-27 18:42:50	NULL	NULL	Fait	2016-10-27 18:42:50	2017-01-12 09:11:01
BDL	BDL-7	Tâche	2016-10-28 13:00:57	NULL	NULL	À faire	2016-10-28 13:00:57	2016-11-14 12:18:36
TPME	TPME-1	Tâche	2016-10-28 13:21:48	NULL	NULL	À faire	2016-10-28 13:21:48	2016-10-28 13:22:12
EXTR	EXTR-727	Bogue	2016-10-28 15:50:56	2016-11-07 15:14:15	10	En Affinage	2016-10-28 15:50:56	2016-12-14 11:31:44
EXTR	EXTR-728	Bogue	2016-10-28 16:04:12	2016-11-07 15:08:21	10	En Affinage	2016-10-28 16:04:12	2016-12-14 11:30:01
EXTR	EXTR-729	Bogue	2016-10-28 16:47:43	2016-11-07 11:00:59	10	En Affinage	2016-10-28 16:47:43	2016-12-16 17:14:18
EXTR	EXTR-730	Bogue	2016-10-28 17:02:35	2016-11-07 10:57:41	10	Fermé	2016-10-28 17:02:35	2016-12-29 11:22:12
EXTR	EXTR-731	Bogue	2016-10-28 17:11:41	2016-11-07 10:55:59	10	Prêt	2016-10-28 17:11:41	2017-02-22 16:37:08
EXTR	EXTR-732	Story	2016-10-31 11:50:48	2016-11-04 17:17:55	4	Testé	2016-10-31 11:50:48	2017-02-10 13:39:21
BOA	BOA-1329	Story	2016-10-31 13:47:53	2016-10-31 13:48:44	0	Fermé	2016-10-31 13:47:53	2016-12-05 15:56:05
BEA	BEA-1194	Bogue	2016-10-31 16:43:23	2016-11-02 15:54:43	2	Fermé	2016-10-31 16:43:23	2016-12-16 10:53:37
BEA	BEA-1195	Bogue	2016-10-31 16:48:30	2016-11-08 11:15:15	8	Fermé	2016-10-31 16:48:30	2016-11-15 14:05:15
BEA	BEA-1196	Bogue	2016-11-02 11:58:19	2016-11-02 13:19:36	0	Fermé	2016-11-02 11:58:19	2016-11-02 13:51:46
BEA	BEA-1197	Bogue	2016-11-02 15:36:40	2016-11-03 12:29:53	1	Fermé	2016-11-02 15:36:40	2016-11-15 14:05:15
BEA	BEA-1198	Bogue	2016-11-02 15:40:22	2016-11-03 12:30:03	1	Fermé	2016-11-02 15:40:22	2016-11-15 14:05:16
BEA	BEA-1199	Story	2016-11-02 15:48:38	2016-11-02 15:54:01	0	Fermé	2016-11-02 15:48:38	2016-11-08 22:08:07
BEA	BEA-1200	Bogue	2016-11-03 11:39:20	2016-11-03 12:30:08	0	Fermé	2016-11-03 11:39:20	2016-11-15 14:05:14
BOA	BOA-1330	Story	2016-11-04 11:29:20	2016-12-06 15:27:09	32	Fermé	2016-11-04 11:29:20	2017-02-23 09:07:32
EXTR	EXTR-733	Bogue	2016-11-04 11:39:06	2016-11-07 10:26:36	3	En Affinage	2016-11-04 11:39:06	2016-12-22 10:05:20
BOA	BOA-1331	Bogue	2016-11-04 14:15:33	2016-12-06 15:26:26	32	En Affinage	2016-11-04 14:15:33	2017-02-07 18:03:41
WAPI	WAPI-3	Story	2016-11-04 14:36:45	2016-11-04 14:38:08	0	Fermé	2016-11-04 14:36:45	2017-02-14 12:51:04
EXTR	EXTR-734	Story	2016-11-04 14:45:18	2016-11-07 10:25:26	3	Fermé	2016-11-04 14:45:18	2017-01-25 13:55:25
BOA	BOA-1332	Story	2016-11-04 15:24:29	2016-12-06 15:22:42	32	En cours	2016-11-04 15:24:29	2017-01-30 11:39:31
EXTR	EXTR-735	Bogue	2016-11-04 16:27:37	2016-11-07 10:18:15	3	En cours	2016-11-04 16:27:37	2017-02-24 16:47:02
EXTR	EXTR-736	Bogue	2016-11-04 17:15:52	2016-11-04 17:20:38	0	Testé	2016-11-04 17:15:52	2017-02-16 08:41:50
BI	BI-125	Story	2016-11-07 15:06:08	2016-11-07 15:48:34	0	Fermé	2016-11-07 15:06:08	2016-11-30 11:59:59
EXTR	EXTR-737	Bogue	2016-11-07 16:28:28	2016-11-07 16:35:32	0	En Affinage	2016-11-07 16:28:28	2016-12-12 13:33:40
EXTR	EXTR-738	Story	2016-11-07 17:32:49	2016-11-07 17:33:10	0	Prêt	2016-11-07 17:32:49	2017-02-22 16:53:48
EXTR	EXTR-739	Story	2016-11-08 08:56:02	2016-11-08 09:23:57	0	Prêt	2016-11-08 08:56:02	2017-02-20 14:33:14
EXTR	EXTR-740	Story	2016-11-08 09:25:34	2016-11-08 09:31:35	0	Prêt	2016-11-08 09:25:34	2017-02-20 14:33:04
EXTR	EXTR-741	Bogue	2016-11-08 12:05:00	2016-11-08 12:05:35	0	Fermé	2016-11-08 12:05:00	2016-12-16 10:58:28
WEB	WEB-252	Bogue	2016-11-08 14:22:49	2016-11-08 14:28:09	0	Prêt	2016-11-08 14:22:49	2017-01-05 09:47:05
ST	ST-1	Epic	2016-11-08 15:22:42	NULL	NULL	À faire	2016-11-08 15:22:42	2016-11-08 15:26:29
ST	ST-2	Epic	2016-11-08 15:23:32	NULL	NULL	À faire	2016-11-08 15:23:32	2017-02-08 15:16:49
ST	ST-3	Epic	2016-11-08 15:25:40	NULL	NULL	À faire	2016-11-08 15:25:40	2017-02-21 09:18:44
ST	ST-4	Epic	2016-11-08 15:25:55	NULL	NULL	À faire	2016-11-08 15:25:55	2017-02-23 15:22:35
ST	ST-5	Epic	2016-11-08 15:26:09	NULL	NULL	À faire	2016-11-08 15:26:09	2017-01-23 14:30:47
ST	ST-6	Epic	2016-11-08 15:28:01	NULL	NULL	In Progress	2016-11-08 15:28:01	2017-02-07 16:38:06
ST	ST-7	Epic	2016-11-08 15:38:21	NULL	NULL	À faire	2016-11-08 15:38:21	2016-12-08 10:37:33
ST	ST-8	Epic	2016-11-08 15:45:05	NULL	NULL	À faire	2016-11-08 15:45:05	2016-12-08 10:36:45
ST	ST-9	Epic	2016-11-08 15:45:32	NULL	NULL	À faire	2016-11-08 15:45:32	2016-11-16 13:13:16
ST	ST-10	Epic	2016-11-08 15:45:59	NULL	NULL	À faire	2016-11-08 15:45:59	2016-11-08 15:45:59
ST	ST-11	Epic	2016-11-08 15:46:52	NULL	NULL	À faire	2016-11-08 15:46:52	2016-12-08 10:37:57
ST	ST-12	Epic	2016-11-08 15:48:54	NULL	NULL	À faire	2016-11-08 15:48:54	2016-12-08 10:40:24
ST	ST-13	Epic	2016-11-08 15:49:37	NULL	NULL	À faire	2016-11-08 15:49:37	2016-11-16 13:13:04
ST	ST-14	Epic	2016-11-08 15:50:59	NULL	NULL	À faire	2016-11-08 15:50:59	2016-11-16 13:13:02
ST	ST-15	Epic	2016-11-08 15:51:52	NULL	NULL	À faire	2016-11-08 15:51:52	2016-11-16 13:12:57
LABS	LABS-22	Tâche	2016-11-08 16:07:39	NULL	NULL	Fait	2016-11-08 16:07:39	2016-11-14 18:07:22
BOA	BOA-1333	Story	2016-11-09 09:02:33	2016-11-09 09:19:34	0	Testé	2016-11-09 09:02:33	2016-12-22 10:22:36
EXTR	EXTR-743	Bogue	2016-11-09 11:18:30	2016-11-10 13:38:24	1	Fermé	2016-11-09 11:18:30	2016-11-15 14:05:09
EXTR	EXTR-744	Bogue	2016-11-09 11:30:18	2016-11-09 12:38:13	0	Fermé	2016-11-09 11:30:18	2016-11-15 14:05:14
EXTR	EXTR-745	Bogue	2016-11-09 11:39:54	2016-11-09 13:00:27	0	Fermé	2016-11-09 11:39:54	2016-11-15 14:05:10
EXTR	EXTR-746	Story	2016-11-09 11:43:10	2016-11-09 13:49:16	0	Testé	2016-11-09 11:43:10	2016-11-25 16:05:22
EXTR	EXTR-747	Bogue	2016-11-09 11:50:47	2016-11-09 15:40:13	0	Testé	2016-11-09 11:50:47	2017-02-10 13:39:21
EXTR	EXTR-748	Bogue	2016-11-09 11:53:03	2016-11-09 15:13:27	0	Fermé	2016-11-09 11:53:03	2016-11-15 14:05:17
BEA	BEA-1201	Story	2016-11-09 11:58:22	2016-11-09 11:58:26	0	Fermé	2016-11-09 11:58:22	2017-01-31 18:03:55
BEA	BEA-1202	Story	2016-11-09 12:00:31	NULL	NULL	Fermé	2016-11-09 12:00:31	2016-11-29 14:40:46
EXTR	EXTR-749	Bogue	2016-11-09 12:07:34	2016-11-09 15:17:30	0	Fermé	2016-11-09 12:07:34	2017-01-25 14:09:25
EXTR	EXTR-750	Bogue	2016-11-09 13:48:22	2016-11-09 14:50:15	0	Testé	2016-11-09 13:48:22	2017-02-10 13:39:22
